mtSNP	Position	Info	Haplogroups
485C	485	VARIANT	H1bo,V1a1a1,V1a1a,B2i1,M39b1,M39b2,M39b,D4j13
10397G	10397	VARIANT	U6d3a,M7b1a1h,C1b14,D5a1a1,D5a1a2,D5a1a,D5a1,D5a2a1a1a,D5a2a1a1,D5a2a1a2,D5a2a1a,D5a2a1+@16172,D5a2a1b1,D5a2a1b,D5a2a1,D5a2a2,D5a2a+16092,D5a2a,D5a2b,D5a2,D5a3a1a,D5a3a1,D5a3a,D5a3,D5a,D5b1a1,D5b1a2,D5b1a,D5b1b1,D5b1b2,D5b1b,D5b1c1a,D5b1c1,D5b1c,D5b1d,D5b1,D5b2,D5b3a1,D5b3a,D5b3,D5b4,D5b,D5a'b,D5c1a,D5c1,D5c2,D5c+16311,D5c,D5
16259.1A	16259	INSERTION	C4b1a
16183G	16183	VARIANT	H2a5b2,V1a1a1,V1a1a,G2b2c,D4o1a,D4o1
3145G	3145	VARIANT	H11a2a1,A2s,Z2
14091G	14091	VARIANT	D4b1a1a,D4b1a1
2251G	2251	VARIANT	L1c6
16184A	16184	VARIANT	R0a2h,B4c2a,B4c2b,B4c2c,B4c2,M73a1,M73a
11025C	11025	VARIANT	K1a2a1,K1a2a2,K1a2a,K1a2b,K1a2c,K1a2,N1a3a1a,N1a3a1,N1a3a2,N1a3a3,N1a3a,N1a3,C1b12,L5a1a,L5a1b,L5a1c,L5a1,L5a2,L5a
13557G	13557	VARIANT	J1c2q1,J1c2q,R31a1,R31a
10927C	10927	VARIANT	U5b1b1a1a1,U5b1b1a1a,U5b1b1a1b,U5b1b1a1,U5b1b1a2,U5b1b1a3,U5b1b1a,U5b1b1d,U5b1b1f,U5b1b1+@16192,U5b1b1b,U5b1b1e,U5b1b1+152,U5b1b1g1a,U5b1b1g1,U5b1b1g,U5b1b1,U6a3d1a
14319C	14319	VARIANT	H3u1,U4a2a3
1717C	1717	VARIANT	L5b2
91T	91	VARIANT	T1a11
7503d	7503	DELETION	G2c
4343G	4343	VARIANT	D4g1a,D4g1b,D4g1c,D4g1
15516T	15516	VARIANT	Q2a3b
5981C	5981	VARIANT	N1a3a2
3277A	3277	VARIANT	L3e2b1a2
10924T	10924	VARIANT	Q1e1a1,Q1e1a
13993T	13993	VARIANT	M8a2d
11023T	11023	VARIANT	M31a2
16186T	16186	VARIANT	J1c2r,J1d2a,J1d2,T1a1a1,T1a1a,T1a1b1,T1a1b,T1a1c,T1a1d,T1a1e,T1a1f,T1a1g,T1a1h,T1a1i,T1a1j,T1a1k1,T1a1k2,T1a1k,T1a1l,T1a1+@152,T1a1m1,T1a1m,T1a1n,T1a1p,T1a1q,T1a1r,T1a1,T1a3a,T1a3,T1a1'3,T1a2a,T1a2b,T1a2,T1a4,T1a11,T1a12,T1a13,T1a+152,T1a5a,T1a5,T1a6,T1a7,T1a8a,T1a8b,T1a8,T1a9,T1a10a,T1a10,T1a
92A	92	VARIANT	A2af1b2,Q1a1a,Q1a1,Q1a,Q1c1a,Q1c1,Q1c2a,Q1c2,Q1c,Q1+@16223,Q1d,Q1e1a1,Q1e1a,Q1e1b1,Q1e1b,Q1e1c,Q1e1,Q1e,Q1f1,Q1f2,Q1f,Q1
8704G	8704	VARIANT	M39a1,M39a2,M39a
15519C	15519	VARIANT	H34,HV1b3a,U2e1f1,U2e1f,Q2a1,Q2a2a,Q2a2b,Q2a2,Q2a3a,Q2a3b,Q2a3,Q2a4,Q2a,L0d1c3
2609C	2609	VARIANT	L0d2a1c
8705C	8705	VARIANT	H1cj,H3h1,F1a3a1a,U5b2a1a2,U6a3e,U4a1b1a,U4c2a,U4c2,W6b1,W6b,X2c1a,X2c1b,X2c1c1,X2c1c,X2c1d,X2c1e,X2c1,M33a1b
6743C	6743	VARIANT	H46a
3808G	3808	VARIANT	H108
8838A	8838	VARIANT	T2c1a1,F3b1a1,F3b1a+16093,F3b1a2,F3b1a,F3b1b1,F3b1b,F3b1,M71a2,D5a3a1a,L0k2a1a
9069G	9069	VARIANT	B4a2b1a
14755T	14755	VARIANT	M7c1a2a1,M7c1a2a
8041G	8041	VARIANT	T2h2
9371T	9371	VARIANT	K1b1a2
4342G	4342	VARIANT	M27b1,M27b2a1,M27b2a,M27b2b1,M27b2b,M27b2c,M27b2,M27b
3010A	3010	VARIANT	H1a1a1,H1a1a,H1a1b,H1a1c,H1a1,H1a2,H1a3a1,H1a3a2,H1a3a3,H1a3a4,H1a3a,H1a3b1,H1a3b,H1a3c1,H1a3c,H1a3d,H1a3,H1a4,H1a5,H1a6,H1a7,H1a8a,H1a8,H1a9,H1a,H1b1a,H1b1b,H1b1c,H1b1d,H1b1h,H1b1+16362,H1b1e1,H1b1e,H1b1f,H1b1g,H1b1i,H1b1,H1b2a1,H1b2a,H1b2,H1b3,H1b4,H1b5,H1b,H1f1a,H1f1,H1f+16093,H1f,H1g1,H1g2,H1g,H1k1a,H1k1,H1k,H1y,H1z1,H1z,H1aa1,H1aa,H1ab1,H1ab,H1ac,H1ad,H1cc,H1+16189,H1c1a1,H1c1a,H1c1b,H1c1c,H1c1d,H1c1+16093,H1c1,H1c2a,H1c2,H1c3a,H1c3b,H1c3,H1c4a1,H1c4a,H1c4b1,H1c4b,H1c4,H1c5a,H1c5,H1c6,H1c7,H1c8,H1c9a,H1c9,H1c+152,H1c10,H1c11,H1c12,H1c13,H1c14,H1c15,H1c16,H1c17,H1c18,H1c19,H1c20,H1c21,H1c22,H1c,H1e1a1,H1e1a2,H1e1a3,H1e1a4,H1e1a5,H1e1a6,H1e1a7,H1e1a8,H1e1a+16278,H1e1a,H1e1b1a,H1e1b1b,H1e1b1,H1e1b,H1e1c,H1e1,H1e2a,H1e2b,H1e2c,H1e2d,H1e2,H1e3,H1e+16129,H1e4a,H1e4,H1e5a,H1e5b,H1e5,H1e6,H1e7,H1e8a,H1e8,H1e,H1h1,H1h2,H1h,H1i1,H1i2a,H1i2,H1i,H1an1a,H1an1,H1an2,H1an,H1bb,H1+152,H1j1a1,H1j1a2,H1j1a,H1j1b,H1j1c,H1j1,H1j2a,H1j2,H1j3,H1j4,H1j5,H1j6,H1j7,H1j8,H1j9,H1j,H1m1,H1m,H1n1a,H1n1b,H1n1,H1n2,H1n3,H1n4,H1n5,H1n+146+195,H1n+146,H1n6,H1n,H1o,H1ck,H1+16355,H1p,H1q1a,H1q1,H1q2,H1q3,H1q,H1r1,H1r,H1s1,H1s,H1t1a1,H1t1a,H1t1,H1t2,H1t,H1u1,H1u2,H1u,H1v1a,H1v1b,H1v1,H1v,H1w,H1x,H1ae1,H1ae2a,H1ae2,H1ae3a,H1ae3,H1ae,H1af1a,H1af1b,H1af1,H1af2,H1af,H1ag1a,H1ag1b,H1ag1,H1ag,H1ah1,H1ah2,H1ah,H1ai1,H1ai,H1aj1a,H1aj1,H1aj,H1ak1,H1ak2,H1ak,H1am1,H1am,H1ao1,H1ao,H1cg,H1+16278,H1ap1,H1ap,H1aq1,H1aq,H1ar1,H1ar,H1as1a,H1as1,H1as2,H1as,H1at1a,H1at1,H1at,H1au1a,H1au1b,H1au1,H1au,H1av1a,H1av1,H1av,H1aw1,H1aw,H1ax1,H1ax,H1ay,H1az,H1ba1,H1ba,H1bc,H1bd,H1be,H1bf1,H1bf,H1bg,H1bh,H1ch,H1+16239,H1bi,H1bj,H1bk,H1bm,H1bn,H1bo,H1bp,H1bq,H1br,H1bs,H1bt1,H1bt,H1bu,H1bv1,H1bv,H1bw,H1bx,H1bz,H1ca,H1cd,H1+16311,H1cf,H1ci,H1cj,H1,H30b1,H30b,H65a,H79a,H105a,J1b1a1a,J1b1a1b,J1b1a1c,J1b1a1d,J1b1a1e,J1b1a1+146,J1b1a1,J1b1a2a,J1b1a2b,J1b1a2,J1b1a3,J1b1a,J1b1b1a,J1b1b1b,J1b1b1c,J1b1b1,J1b1b2,J1b1b3,J1b1b,J1b1,J1b2a,J1b2,J1b3a,J1b3b1,J1b3b,J1b3,J1b4a1,J1b4a2,J1b4a,J1b4,J1b5a1,J1b5a,J1b5,J1b6a,J1b6b,J1b6,J1b7a,J1b7,J1b8,J1b9,J1b,J1c1a,J1c1b1a1,J1c1b1a,J1c1b1,J1c1b2a,J1c1b2,J1c1b,J1c1c,J1c1d,J1c1e,J1c1f,J1c1g1,J1c1g,J1c1h,J1c1,J1c2a1a,J1c2a1,J1c2a2,J1c2a3,J1c2a,J1c2b1,J1c2b2,J1c2b3,J1c2b4,J1c2b5,J1c2b,J1c2c1a,J1c2c1,J1c2c2a,J1c2c2,J1c2c3,J1c2c,J1c2d,J1c2e1,J1c2e2,J1c2e,J1c2f,J1c2g,J1c2h,J1c2i,J1c2j,J1c2k,J1c2l,J1c2m1,J1c2m,J1c2n1,J1c2n,J1c2o,J1c2p,J1c2q1,J1c2q,J1c2r,J1c2s1,J1c2s,J1c2t,J1c2,J1c3a1,J1c3a2,J1c3a,J1c3b1a,J1c3b1,J1c3b2,J1c3b,J1c3c1,J1c3c2,J1c3c,J1c3d,J1c3e1,J1c3e2,J1c3e,J1c3f,J1c3g,J1c3h,J1c3i,J1c3j,J1c3k,J1c3m,J1c3+189,J1c3,J1c4b,J1c4c,J1c4,J1c5a1,J1c5a,J1c5b,J1c5c1,J1c5c,J1c5d,J1c5e,J1c5f,J1c5,J1c6a,J1c6,J1c7a,J1c7,J1c12a,J1c12b,J1c12,J1c13,J1c+16261+189,J1c14,J1c+16261,J1c8a1a,J1c8a1,J1c8a2,J1c8a,J1c8b,J1c8,J1c9,J1c10a,J1c10,J1c11a,J1c11,J1c15a1,J1c15a,J1c15b,J1c15,J1c16,J1c17a,J1c17,J1c,J1d1a1a,J1d1a1,J1d1a,J1d1b1,J1d1b,J1d1,J1d2a,J1d2,J1d3a1,J1d3a2,J1d3a,J1d3,J1d4,J1d5a,J1d5,J1d6a,J1d6,J1d,J1+16193,J1,F2e1,F2e,P4b1,U3a1a1,U3a1a,U3a1b,U3a1c1,U3a1c,U3a1,C1c2,M34a1a,M34a1,M34a2,M34a,M34b,M34,D1a1,D1a2,D1a,D1b,D1c,D1d1,D1d2,D1d,D1e,D1f1,D1f2,D1f3,D1f+16189,D1f,D1g1a,D1g1b,D1g1,D1g2a,D1g2,D1g5,D1g+16189,D1g3,D1g4,D1g6,D1g,D1h1,D1h2,D1h,D1i1,D1i2,D1i,D1j1a1,D1j1a2,D1j1a,D1j1,D1j,D1k,D1m,D1n,D1,D4a1a1a,D4a1a1,D4a1a,D4a1b1,D4a1b,D4a1c,D4a1d,D4a1e1,D4a1e,D4a1f1,D4a1f,D4a1g,D4a1h,D4a1,D4a2a,D4a2b,D4a2,D4a3a1,D4a3a2,D4a3a,D4a3b1,D4a3b2,D4a3b,D4a3,D4a4,D4a+16294,D4a5,D4a6,D4a7,D4a8,D4a,D4b1a1a,D4b1a1,D4b1a2a1,D4b1a2a2,D4b1a2a,D4b1a2,D4b1a,D4b1b1a1,D4b1b1a,D4b1b1,D4b1b2,D4b1b,D4b1d,D4b1b'd,D3,D4b1c,D4b1,D4b2a1,D4b2a2a1,D4b2a2a2,D4b2a2a,D4b2a2b,D4b2a2,D4b2a,D4b2b1a,D4b2b1b,D4b2b1c,D4b2b1d,D4b2b1+146,D4b2b1,D4b2b2a1,D4b2b2a,D4b2b2b,D4b2b2c,D4b2b2,D4b2b3,D4b2b4,D4b2b5,D4b2b6,D4b2b7,D4b2b,D4b2d,D4b2,D4b,D4c1a1,D4c1a,D4c1b1,D4c1b2,D4c1b,D4c1,D4c2a,D4c2b,D4c2c,D4c2,D4c,D4d,D4e1a1,D4e1a2a,D4e1a2,D4e1a3,D4e1a,D4e1c,D2a1a,D2a1b,D2a1,D2a2,D2a,D2b1a,D2b1,D2b2,D2b,D2a'b,D2c,D2,D4e1,D4e3,D4e1'3,D4e2a,D4e2b,D4e2c,D4e2d,D4e2,D4e4a1,D4e4a,D4e4b,D4e4,D4e5a,D4e5b,D4e5,D4e,D4f1,D4f,D4g1a,D4g1b,D4g1c,D4g1,D4g2a1a,D4g2a1b,D4g2a1c,D4g2a1,D4g2a,D4g2b1a,D4g2b1,D4g2b,D4g2,D4g,D4h1a1,D4h1a2,D4h1a,D4h1b,D4h1c1,D4h1c,D4h1d,D4h1,D4h2,D4h3a1a1,D4h3a1a2,D4h3a1a,D4h3a1,D4h3a2,D4h3a3a,D4h3a3,D4h3a4,D4h3a5,D4h3a6,D4h3a7,D4h3a8,D4h3a9,D4h3a+@152,D4h3a,D4h3b,D4h3,D4h4a,D4h4,D4h,D4i1,D4i2,D4i3,D4i,D4j1a1a,D4j1a1b,D4j1a1,D4j1a2,D4j1a,D4j1b2,D4j1b,D4j1,D4j2a,D4j2,D4j3a1,D4j3a,D4j3,D4j11,D4j+16311,D4j4a,D4j4,D4j5a,D4j5,D4j6,D4j13,D4j+146,D4j7a,D4j7,D4j8,D4j9,D4j+(16286),D4j10,D4j12,D4j14,D4j15,D4j16,D4j,D4k,D4o1a,D4o1,D4o2a1,D4o2a,D4o2,D4o,D4p1,D4p,D4+195,D4l1a1,D4l1a,D4l1,D4l2a1,D4l2a2,D4l2a,D4l2b,D4l2,D4l,D4m1,D4m2a1a,D4m2a1,D4m2a,D4m2,D4m,D4n1a,D4n1,D4n2,D4n,D4q1a,D4q1,D4q,D4s,D4t,D4,L4b1a,L2a1c1a1,L2a1c1a2,L2a1c1a,L2a1c1,L2a1c6,L2a1c+16086,L2a1c2a,L2a1c2,L2a1c3a1,L2a1c3a,L2a1c3b1,L2a1c3b2,L2a1c3b,L2a1c3,L2a1c4a1,L2a1c4a,L2a1c4,L2a1c5,L2a1c+16129,L2a1c,L0a4
15820T	15820	VARIANT	M72a,M72
10262G	10262	VARIANT	U5b2c2a,U5b2c2b,U5b2c2
11155T	11155	VARIANT	H6a2a,H6a2,C4a2b2a
12354C	12354	VARIANT	N9a3,M20,L2a1c4a1,L2a1c4a
11288T	11288	VARIANT	P4b1,P4b
16185T	16185	VARIANT	R8a1a1a2,B4d3a1,B4d3a,B4d3,R24a,R24,R32,I6b,N5a,L3e1a1a,L3e1a1,L3e1a2,L3e1a3a,L3e1a3b,L3e1a3,L3e1a,M1b1a,M1b1b,M1b1,Z1a1a,Z1a1b,Z1a1,Z1a2a,Z1a2,Z1a3,Z1a,Z1,Z2,Z3a1a,Z3a1,Z3a2,Z3a,Z3b,Z3c,Z3d,Z3+709,Z3,Z4a1a1,Z4a1a,Z4a1,Z4a,Z4,Z7,Z+152,Z5,Z,E2a1a,E2a1,E2a2,E2a,E2b1,E2b2,E2b,E2,D4h3a6
14094C	14094	VARIANT	U9a1,U9a,U9b1,U9b,U9,K1a3a4,M34a1a,M34a1,M34a2,M34a,L0d2d
8836G	8836	VARIANT	N1b1a1,N1b1a2a,N1b1a2b,N1b1a2,N1b1a3,N1b1a4a,N1b1a4,N1b1a+16129,N1b1a5,N1b1a6,N1b1a7,N1b1a8a,N1b1a8b,N1b1a8,N1b1a+195,N1b1a,N1b1b1,N1b1b,N1b1,N1b2,N1b
15954C	15954	VARIANT	U1a1a1a,U1a1a1,U1a1a2,U1a1a3,U1a1a+16129,U1a1a,U1a1b,U1a1c1a,U1a1c1b,U1a1c1c1,U1a1c1c,U1a1c1d1,U1a1c1d,U1a1c1,U1a1c,U1a1d,U1a1,U1a2,U1a3,U1a,U1b1,U1b2,U1b3,U1b,U1
487G	487	VARIANT	A2ae
93G	93	VARIANT	H2a2a1f,H1b1d,H1e1a1,H1e3,H1ao1,H1ao,H3h7,H5a3a1,H7a1a,H29a,H29b,H29,H49a2,V7a1,V7a,V7b,V7,HV1a2b,R0a1a2,R0b,R5a1a,R5a1,B5a2a1a,B5a2a1b,B5a2a1+16129,B5a2a1,B5a2a2a1,B5a2a2a2,B5a2a2a,B5a2a2b1a,B5a2a2b1,B5a2a2b2,B5a2a2b,B5a2a2,B5a2a,K2b1a4,M18a,M42b1a,M42b1,M91a,M91b,M91,L2c1,L2c2a1,L2c2a,L2c2b1a,L2c2b1b,L2c2b1,L2c2b2,L2c2b,L2c2,L2c3a,L2c3,L2c4,L2c5,L2c,L1c1a2a1,L1c1a2a2,L1c1a2a,L1c1a2b,L1c1a2c,L1c1a2,L1c3c,L0a1a1,L0a1a2,L0a1a3,L0a1a+200,L0a1a,L0a1b1a1a,L0a1b1a1,L0a1b1a,L0a1b1,L0a1b2a,L0a1b2,L0a1b,L0a1c1,L0a1c,L0a1d,L0a1+16293,L0a1e,L0a1,L0a4,L0a1'4,L0a2a1a1,L0a2a1a2,L0a2a1a,L0a2a1b,L0a2a1,L0a2a2a1,L0a2a2a2,L0a2a2a,L0a2a2,L0a2a,L0a2b1,L0a2b,L0a2c,L0a2d,L0a2,L0a3,L0a,L0g,L0a'g,L0b,L0a'b'g,L0d2a2
15954G	15954	VARIANT	F1b1a1a1a,F1b1a1a1,F1b1a1a2,F1b1a1a3,F1b1a1a,F1b1a1,M40a1a,M40a1b,M40a1,M40a,M40
11023G	11023	VARIANT	M53b
13862G	13862	VARIANT	L3k1
4038G	4038	VARIANT	L0d2c1a1,L0d2c1a,L0d2c1b,L0d2c1,L0d2c2a1a,L0d2c2a1,L0d2c2a,L0d2c2b,L0d2c2,L0d2c
14757C	14757	VARIANT	B2c2a,B2c2b,B2c2
10394T	10394	VARIANT	H16a1,H16a,H16c,H16d,H16+152,H16b,H16e,H16
8703T	8703	VARIANT	L3e1d1a,L3e1d1,D2a1a,D2a1b,D2a1,D2a2,D2a,D2b1a,D2b1,D2b2,D2b,D2a'b,D2c,D2
15518T	15518	VARIANT	D4g1a,D4g1b,D4g1c,D4g1
6308T	6308	VARIANT	A2d1a,A2d1,A2d2,A2d
1711T	1711	VARIANT	N1a1a1b
11332T	11332	VARIANT	U4a1a1,U4a1a2,U4a1a3,U4a1a,U4a1b1a,U4a1b1,U4a1b2,U4a1b,U4a1c,U4a1d,U4a1e,U4a1,U4a2a1,U4a2a2,U4a2a3,U4a2a,U4a2b,U4a2c1,U4a2c,U4a2d,U4a2e,U4a2f,U4a2g,U4a2h1,U4a2h,U4a2,U4a3a,U4a3,U4a,U4b1a1a1,U4b1a1a,U4b1a1,U4b1a2a,U4b1a2b,U4b1a2,U4b1a3a,U4b1a3,U4b1a4,U4b1a,U4b1b1a,U4b1b1b,U4b1b1c,U4b1b1+16311,U4b1b1d,U4b1b1,U4b1b2,U4b1b,U4b1+146  152,U4b1,U4b2a1a,U4b2a1,U4b2a,U4b2,U4b3,U4b,U4c1a,U4c1,U4c2a,U4c2,U4c,U4d1a1a,U4d1a1,U4d1a,U4d1b,U4d1,U4d2,U4d3,U4d,U4
5414G	5414	VARIANT	T1a1a1,Q1e1a1,Q1e1a,Q1e1b1,Q1e1b,Q1e1c,Q1e1
94A	94	VARIANT	B4a1a1a1c,K1b1c,N9b1c1,N9b1c,A2i,M28b1,M28b,M55,D4e1a1,D4e1a2a,D4e1a2,D4e1a3,D4e1a,L0d2c2a1a,L0d2c2a1,L0d2c2a,L0d2c2b,L0d2c2
14314G	14314	VARIANT	M7b1b
8176C	8176	VARIANT	M7a2a1
488G	488	VARIANT	M38e
9374G	9374	VARIANT	M54,M39b1
8706G	8706	VARIANT	HV0f,U5b2a5a,U5b2a5
14750G	14750	VARIANT	B5b2a2a1,B5b2a2a2,B5b2a2a,L3e2a1b3,L0d1a1a3
3275G	3275	VARIANT	L1c2b1b1
1978G	1978	VARIANT	U4a2f,D4b2b6
12530G	12530	VARIANT	U6d3a
5984G	5984	VARIANT	U4d1a1a,U4d1a1,U4d1a,L1c1a1a1a,L1c1a1a1b1,L1c1a1a1b,L1c1a1a1
2380T	2380	VARIANT	T1a1e,B2p,S2
13116T	13116	VARIANT	L0a2a2a1,L0a2a2a2,L0a2a2a
10268T	10268	VARIANT	M74a,M74b1,M74b2,M74b,M74
95C	95	VARIANT	R0a1a2,L1c1a2a1,L1c1a2a2,L1c1a2a,L1c1a2b,L1c1a2c,L1c1a2,L0a1a1,L0a1a2,L0a1a3,L0a1a+200,L0a1a,L0a1b1a1a,L0a1b1a1,L0a1b1a,L0a1b1,L0a1b2a,L0a1b2,L0a1b,L0a1c1,L0a1c,L0a1d,L0a1+16293,L0a1e,L0a1,L0a4,L0a1'4,L0a2a1a1,L0a2a1a2,L0a2a1a,L0a2a1b,L0a2a1,L0a2a2a1,L0a2a2a2,L0a2a2a,L0a2a2,L0a2a,L0a2b1,L0a2b,L0a2c,L0a2d,L0a2,L0a3,L0a,L0g,L0a'g,L0b,L0a'b'g,L0d2a2
15512C	15512	VARIANT	B4d2
14883T	14883	VARIANT	U2a2
6083T	6083	VARIANT	M42b1a
13117G	13117	VARIANT	K1a3a1a,K1a3a1b,K1a3a1,K1a3a2,K1a3a3,K1a3a4,K1a3a,K1a3
1409d	1409	DELETION	M77
8839A	8839	VARIANT	H1a5,J1c2a1a,J1c2a1,M27a1a2
222T	222	VARIANT	J1c2c1a,J1c2c1,J1c2h
11029G	11029	VARIANT	H1b4
